customer_id,order_date,order_status,delivery_date,shipping_method
945,2026-05-23 00:00:00,Delivered,2026-05-23,Pickup
768,2026-05-01 00:00:00,Delivered,2026-05-03,Standard
17,2026-05-13 00:00:00,Shipped,2026-05-13,Same Day
7,2026-05-05 00:00:00,Delivered,2026-05-05,Pickup
50,2026-05-07 00:00:00,Delivered,2026-05-07,Pickup
243,2026-05-11 00:00:00,Delivered,2026-05-15,Standard
850,2026-05-02 00:00:00,Delivered,2026-05-06,Express
909,2026-05-01 00:00:00,Delivered,2026-05-06,Express
273,2026-05-21 00:00:00,Out for Delivery,2026-05-21,Pickup
881,2026-05-27 00:00:00,Pending,2026-05-28,Standard
61,2026-05-07 00:00:00,Delivered,2026-05-09,Standard
374,2026-05-26 00:00:00,Delivered,2026-05-28,Standard
348,2026-05-05 00:00:00,Pending,2026-05-05,Same Day
776,2026-05-06 00:00:00,Delivered,2026-05-06,Pickup
237,2026-05-12 00:00:00,Delivered,2026-05-12,Same Day
43,2026-05-28 00:00:00,Delivered,2026-06-01,Express
45,2026-05-02 00:00:00,Delivered,2026-05-02,Pickup
358,2026-05-05 00:00:00,Delivered,2026-05-05,Pickup
678,2026-05-27 00:00:00,Delivered,2026-05-27,Same Day
646,2026-05-11 00:00:00,Delivered,2026-05-11,Same Day
293,2026-05-19 00:00:00,Delivered,2026-05-22,Standard
711,2026-05-24 00:00:00,Delivered,2026-05-24,Same Day
93,2026-05-10 00:00:00,Delivered,2026-05-15,Express
610,2026-05-04 00:00:00,Delivered,2026-05-09,Standard
543,2026-05-13 00:00:00,Delivered,2026-05-13,Same Day
781,2026-05-07 00:00:00,Delivered,2026-05-07,Same Day
161,2026-05-11 00:00:00,Delivered,2026-05-11,Pickup
153,2026-05-28 00:00:00,Delivered,2026-05-28,Same Day
54,2026-05-04 00:00:00,Delivered,2026-05-04,Pickup
13,2026-05-11 00:00:00,Delivered,2026-05-11,Pickup
106,2026-05-08 00:00:00,Delivered,2026-05-08,Pickup
555,2026-05-26 00:00:00,Delivered,2026-05-29,Express
460,2026-05-14 00:00:00,Confirmed,2026-05-17,Standard
924,2026-05-28 00:00:00,Delivered,2026-05-28,Pickup
819,2026-05-13 00:00:00,Pending,2026-05-16,Express
28,2026-05-03 00:00:00,Delivered,2026-05-03,Same Day
70,2026-05-03 00:00:00,Delivered,2026-05-04,Express
509,2026-05-15 00:00:00,Delivered,2026-05-19,Standard
56,2026-05-26 00:00:00,Out for Delivery,2026-05-26,Pickup
133,2026-05-12 00:00:00,Delivered,2026-05-15,Standard
252,2026-05-06 00:00:00,Delivered,2026-05-08,Standard
581,2026-05-19 00:00:00,Delivered,2026-05-19,Pickup
992,2026-05-09 00:00:00,Confirmed,2026-05-09,Pickup
219,2026-05-09 00:00:00,Delivered,2026-05-09,Same Day
712,2026-05-04 00:00:00,Delivered,2026-05-04,Same Day
741,2026-05-15 00:00:00,Delivered,2026-05-15,Same Day
653,2026-05-15 00:00:00,Delivered,2026-05-20,Standard
988,2026-05-19 00:00:00,Delivered,2026-05-19,Pickup
595,2026-05-24 00:00:00,Delivered,2026-05-24,Pickup
907,2026-05-07 00:00:00,Delivered,2026-05-07,Pickup
731,2026-05-04 00:00:00,Delivered,2026-05-07,Express
406,2026-05-20 00:00:00,Delivered,2026-05-20,Pickup
704,2026-05-18 00:00:00,Delivered,2026-05-18,Same Day
764,2026-05-15 00:00:00,Confirmed,2026-05-17,Express
821,2026-05-23 00:00:00,Delivered,2026-05-23,Pickup
251,2026-05-24 00:00:00,Out for Delivery,2026-05-24,Same Day
191,2026-05-28 00:00:00,Pending,2026-06-02,Standard
443,2026-05-06 00:00:00,Pending,2026-05-06,Same Day
707,2026-05-16 00:00:00,Delivered,2026-05-18,Express
218,2026-05-23 00:00:00,Delivered,2026-05-23,Pickup
882,2026-05-26 00:00:00,Delivered,2026-05-31,Express
890,2026-05-13 00:00:00,Delivered,2026-05-15,Standard
246,2026-05-18 00:00:00,Delivered,2026-05-18,Same Day
958,2026-05-25 00:00:00,Delivered,2026-05-25,Pickup
386,2026-05-26 00:00:00,Delivered,2026-05-26,Pickup
170,2026-05-20 00:00:00,Delivered,2026-05-23,Express
956,2026-05-15 00:00:00,Delivered,2026-05-20,Express
668,2026-05-23 00:00:00,Delivered,2026-05-23,Same Day
23,2026-05-05 00:00:00,Confirmed,2026-05-07,Express
434,2026-05-19 00:00:00,Out for Delivery,2026-05-20,Standard
286,2026-05-20 00:00:00,Delivered,2026-05-25,Express
507,2026-05-10 00:00:00,Delivered,2026-05-10,Same Day
10,2026-05-22 00:00:00,Shipped,2026-05-27,Express
840,2026-05-26 00:00:00,Delivered,2026-05-26,Same Day
863,2026-05-11 00:00:00,Delivered,2026-05-11,Same Day
59,2026-05-09 00:00:00,Delivered,2026-05-13,Express
565,2026-05-15 00:00:00,Delivered,2026-05-17,Standard
808,2026-05-08 00:00:00,Delivered,2026-05-12,Standard
189,2026-05-10 00:00:00,Cancelled,2026-05-12,Express
505,2026-05-25 00:00:00,Delivered,2026-05-27,Express
962,2026-05-15 00:00:00,Delivered,2026-05-17,Express
412,2026-05-03 00:00:00,Delivered,2026-05-07,Standard
4,2026-05-10 00:00:00,Delivered,2026-05-14,Standard
388,2026-05-07 00:00:00,Delivered,2026-05-09,Standard
174,2026-05-26 00:00:00,Confirmed,2026-05-26,Same Day
139,2026-05-20 00:00:00,Delivered,2026-05-20,Same Day
811,2026-05-21 00:00:00,Delivered,2026-05-25,Standard
920,2026-05-23 00:00:00,Delivered,2026-05-25,Standard
485,2026-05-16 00:00:00,Delivered,2026-05-16,Pickup
465,2026-05-26 00:00:00,Delivered,2026-05-30,Express
851,2026-05-14 00:00:00,Delivered,2026-05-18,Standard
724,2026-05-06 00:00:00,Pending,2026-05-08,Standard
650,2026-05-13 00:00:00,Delivered,2026-05-13,Same Day
905,2026-05-28 00:00:00,Delivered,2026-05-28,Pickup
747,2026-05-26 00:00:00,Delivered,2026-05-26,Pickup
274,2026-05-03 00:00:00,Delivered,2026-05-03,Pickup
536,2026-05-11 00:00:00,Delivered,2026-05-12,Express
767,2026-05-07 00:00:00,Cancelled,2026-05-07,Pickup
863,2026-05-19 00:00:00,Delivered,2026-05-19,Same Day
614,2026-05-20 00:00:00,Delivered,2026-05-20,Same Day
758,2026-05-23 00:00:00,Delivered,2026-05-28,Standard
15,2026-05-20 00:00:00,Delivered,2026-05-20,Same Day
844,2026-05-28 00:00:00,Delivered,2026-05-30,Express
304,2026-05-14 00:00:00,Delivered,2026-05-14,Pickup
264,2026-05-07 00:00:00,Delivered,2026-05-12,Express
736,2026-05-13 00:00:00,Delivered,2026-05-15,Standard
338,2026-05-18 00:00:00,Delivered,2026-05-19,Standard
234,2026-05-20 00:00:00,Delivered,2026-05-20,Same Day
702,2026-05-09 00:00:00,Pending,2026-05-11,Standard
932,2026-05-15 00:00:00,Delivered,2026-05-17,Express
962,2026-05-07 00:00:00,Delivered,2026-05-07,Same Day
408,2026-05-16 00:00:00,Delivered,2026-05-19,Express
66,2026-05-23 00:00:00,Delivered,2026-05-23,Pickup
210,2026-05-28 00:00:00,Delivered,2026-05-30,Express
60,2026-05-15 00:00:00,Delivered,2026-05-15,Pickup
70,2026-05-11 00:00:00,Delivered,2026-05-11,Same Day
715,2026-05-13 00:00:00,Delivered,2026-05-13,Pickup
590,2026-05-03 00:00:00,Cancelled,2026-05-06,Express
479,2026-05-21 00:00:00,Delivered,2026-05-21,Same Day
401,2026-05-24 00:00:00,Cancelled,2026-05-24,Same Day
528,2026-05-01 00:00:00,Delivered,2026-05-01,Same Day
581,2026-05-14 00:00:00,Delivered,2026-05-14,Same Day
248,2026-05-25 00:00:00,Delivered,2026-05-30,Express
158,2026-05-01 00:00:00,Delivered,2026-05-01,Pickup
860,2026-05-07 00:00:00,Delivered,2026-05-08,Standard
86,2026-05-18 00:00:00,Confirmed,2026-05-22,Express
429,2026-05-13 00:00:00,Delivered,2026-05-14,Standard
751,2026-05-11 00:00:00,Delivered,2026-05-11,Same Day
974,2026-05-15 00:00:00,Delivered,2026-05-15,Pickup
331,2026-05-09 00:00:00,Delivered,2026-05-09,Pickup
910,2026-05-11 00:00:00,Delivered,2026-05-11,Same Day
482,2026-05-16 00:00:00,Delivered,2026-05-19,Express
396,2026-05-14 00:00:00,Delivered,2026-05-15,Standard
828,2026-05-17 00:00:00,Delivered,2026-05-17,Pickup
700,2026-05-17 00:00:00,Delivered,2026-05-17,Same Day
392,2026-05-02 00:00:00,Delivered,2026-05-02,Pickup
180,2026-05-12 00:00:00,Delivered,2026-05-14,Standard
71,2026-05-09 00:00:00,Delivered,2026-05-09,Same Day
956,2026-05-25 00:00:00,Delivered,2026-05-25,Pickup
542,2026-05-10 00:00:00,Pending,2026-05-12,Express
18,2026-05-14 00:00:00,Delivered,2026-05-14,Pickup
841,2026-05-17 00:00:00,Delivered,2026-05-17,Same Day
21,2026-05-16 00:00:00,Delivered,2026-05-20,Standard
306,2026-05-08 00:00:00,Delivered,2026-05-13,Standard
525,2026-05-26 00:00:00,Delivered,2026-05-28,Express
817,2026-05-21 00:00:00,Delivered,2026-05-22,Express
627,2026-05-23 00:00:00,Delivered,2026-05-28,Standard
796,2026-05-24 00:00:00,Delivered,2026-05-29,Standard
276,2026-05-28 00:00:00,Delivered,2026-05-30,Standard
654,2026-05-22 00:00:00,Delivered,2026-05-22,Pickup
611,2026-05-03 00:00:00,Delivered,2026-05-03,Pickup
139,2026-05-16 00:00:00,Delivered,2026-05-16,Pickup
276,2026-05-27 00:00:00,Delivered,2026-06-01,Express
625,2026-05-04 00:00:00,Delivered,2026-05-04,Pickup
326,2026-05-09 00:00:00,Delivered,2026-05-09,Same Day
772,2026-05-02 00:00:00,Delivered,2026-05-02,Same Day
307,2026-05-25 00:00:00,Delivered,2026-05-25,Pickup
330,2026-05-17 00:00:00,Cancelled,2026-05-22,Standard
258,2026-05-16 00:00:00,Delivered,2026-05-21,Express
599,2026-05-22 00:00:00,Pending,2026-05-22,Same Day
674,2026-05-27 00:00:00,Delivered,2026-05-29,Standard
277,2026-05-14 00:00:00,Pending,2026-05-14,Same Day
993,2026-05-05 00:00:00,Delivered,2026-05-07,Standard
534,2026-05-03 00:00:00,Delivered,2026-05-06,Express
196,2026-05-09 00:00:00,Delivered,2026-05-13,Standard
99,2026-05-28 00:00:00,Delivered,2026-05-30,Standard
483,2026-05-19 00:00:00,Delivered,2026-05-19,Pickup
372,2026-05-10 00:00:00,Delivered,2026-05-10,Pickup
69,2026-05-20 00:00:00,Delivered,2026-05-23,Standard
931,2026-05-17 00:00:00,Delivered,2026-05-17,Same Day
4,2026-05-22 00:00:00,Delivered,2026-05-24,Express
328,2026-05-17 00:00:00,Delivered,2026-05-22,Express
714,2026-05-26 00:00:00,Delivered,2026-05-26,Pickup
109,2026-05-17 00:00:00,Delivered,2026-05-17,Same Day
173,2026-05-19 00:00:00,Delivered,2026-05-21,Express
740,2026-05-14 00:00:00,Confirmed,2026-05-14,Same Day
170,2026-05-18 00:00:00,Delivered,2026-05-18,Same Day
300,2026-05-15 00:00:00,Delivered,2026-05-15,Pickup
198,2026-05-17 00:00:00,Delivered,2026-05-17,Pickup
187,2026-05-23 00:00:00,Pending,2026-05-23,Pickup
95,2026-05-27 00:00:00,Delivered,2026-05-30,Standard
554,2026-05-26 00:00:00,Delivered,2026-05-30,Standard
844,2026-05-17 00:00:00,Delivered,2026-05-21,Express
425,2026-05-12 00:00:00,Delivered,2026-05-12,Same Day
951,2026-05-20 00:00:00,Delivered,2026-05-24,Standard
743,2026-05-05 00:00:00,Delivered,2026-05-05,Pickup
122,2026-05-05 00:00:00,Delivered,2026-05-05,Pickup
906,2026-05-15 00:00:00,Delivered,2026-05-17,Standard
726,2026-05-06 00:00:00,Delivered,2026-05-07,Standard
324,2026-05-27 00:00:00,Delivered,2026-05-27,Pickup
57,2026-05-27 00:00:00,Delivered,2026-05-27,Pickup
830,2026-05-22 00:00:00,Delivered,2026-05-22,Same Day
721,2026-05-15 00:00:00,Cancelled,2026-05-15,Same Day
431,2026-05-09 00:00:00,Shipped,2026-05-09,Pickup
538,2026-05-16 00:00:00,Delivered,2026-05-21,Express
767,2026-05-03 00:00:00,Cancelled,2026-05-07,Standard
598,2026-05-07 00:00:00,Delivered,2026-05-10,Standard
595,2026-05-03 00:00:00,Delivered,2026-05-08,Standard
172,2026-05-10 00:00:00,Delivered,2026-05-10,Pickup
270,2026-05-13 00:00:00,Delivered,2026-05-18,Express
211,2026-05-18 00:00:00,Delivered,2026-05-18,Pickup
702,2026-05-17 00:00:00,Pending,2026-05-18,Express
608,2026-05-16 00:00:00,Delivered,2026-05-18,Express
959,2026-05-13 00:00:00,Delivered,2026-05-14,Express
756,2026-05-21 00:00:00,Delivered,2026-05-24,Standard
951,2026-05-03 00:00:00,Delivered,2026-05-05,Standard
868,2026-05-19 00:00:00,Delivered,2026-05-19,Pickup
786,2026-05-21 00:00:00,Delivered,2026-05-26,Standard
8,2026-05-05 00:00:00,Delivered,2026-05-09,Standard
49,2026-05-13 00:00:00,Delivered,2026-05-14,Standard
799,2026-05-15 00:00:00,Delivered,2026-05-19,Express
567,2026-05-05 00:00:00,Delivered,2026-05-09,Express
928,2026-05-20 00:00:00,Delivered,2026-05-23,Express
678,2026-05-23 00:00:00,Delivered,2026-05-23,Pickup
944,2026-05-10 00:00:00,Delivered,2026-05-10,Pickup
46,2026-05-02 00:00:00,Delivered,2026-05-02,Same Day
524,2026-05-14 00:00:00,Delivered,2026-05-14,Pickup
347,2026-05-20 00:00:00,Delivered,2026-05-22,Express
453,2026-05-12 00:00:00,Delivered,2026-05-16,Standard
103,2026-05-08 00:00:00,Delivered,2026-05-10,Express
451,2026-05-11 00:00:00,Delivered,2026-05-14,Standard
131,2026-05-22 00:00:00,Delivered,2026-05-22,Same Day
633,2026-05-21 00:00:00,Out for Delivery,2026-05-21,Pickup
281,2026-05-20 00:00:00,Delivered,2026-05-25,Express
46,2026-05-23 00:00:00,Delivered,2026-05-23,Same Day
996,2026-05-10 00:00:00,Delivered,2026-05-11,Express
910,2026-05-03 00:00:00,Delivered,2026-05-03,Same Day
959,2026-05-16 00:00:00,Delivered,2026-05-18,Standard
872,2026-05-08 00:00:00,Cancelled,2026-05-08,Same Day
117,2026-05-02 00:00:00,Delivered,2026-05-02,Pickup
839,2026-05-11 00:00:00,Delivered,2026-05-11,Pickup
597,2026-05-25 00:00:00,Delivered,2026-05-26,Standard
633,2026-05-21 00:00:00,Delivered,2026-05-21,Pickup
655,2026-05-15 00:00:00,Delivered,2026-05-17,Express
366,2026-05-10 00:00:00,Delivered,2026-05-10,Same Day
422,2026-05-14 00:00:00,Delivered,2026-05-14,Same Day
26,2026-05-16 00:00:00,Delivered,2026-05-16,Same Day
744,2026-05-25 00:00:00,Cancelled,2026-05-25,Pickup
834,2026-05-28 00:00:00,Delivered,2026-05-28,Same Day
628,2026-05-01 00:00:00,Shipped,2026-05-03,Express
519,2026-05-11 00:00:00,Delivered,2026-05-11,Pickup
597,2026-05-22 00:00:00,Delivered,2026-05-25,Standard
932,2026-05-16 00:00:00,Delivered,2026-05-21,Express
240,2026-05-23 00:00:00,Delivered,2026-05-23,Pickup
140,2026-05-04 00:00:00,Delivered,2026-05-05,Express
573,2026-05-19 00:00:00,Delivered,2026-05-19,Same Day
658,2026-05-12 00:00:00,Delivered,2026-05-12,Same Day
180,2026-05-06 00:00:00,Returned,2026-05-08,Express
71,2026-05-10 00:00:00,Out for Delivery,2026-05-10,Same Day
551,2026-05-18 00:00:00,Delivered,2026-05-18,Same Day
25,2026-05-08 00:00:00,Delivered,2026-05-08,Pickup
299,2026-05-15 00:00:00,Delivered,2026-05-15,Same Day
727,2026-05-26 00:00:00,Delivered,2026-05-26,Pickup
761,2026-05-09 00:00:00,Delivered,2026-05-12,Standard
666,2026-05-21 00:00:00,Delivered,2026-05-21,Same Day
275,2026-05-03 00:00:00,Delivered,2026-05-03,Pickup
66,2026-05-24 00:00:00,Delivered,2026-05-28,Standard
920,2026-05-15 00:00:00,Pending,2026-05-17,Standard
579,2026-05-06 00:00:00,Shipped,2026-05-10,Standard
913,2026-05-18 00:00:00,Shipped,2026-05-18,Same Day
858,2026-05-04 00:00:00,Delivered,2026-05-04,Same Day
716,2026-05-09 00:00:00,Delivered,2026-05-09,Pickup
837,2026-05-02 00:00:00,Delivered,2026-05-02,Same Day
831,2026-05-18 00:00:00,Delivered,2026-05-18,Pickup
830,2026-05-15 00:00:00,Delivered,2026-05-20,Express
296,2026-05-24 00:00:00,Delivered,2026-05-24,Pickup
790,2026-05-22 00:00:00,Delivered,2026-05-24,Express
985,2026-05-01 00:00:00,Delivered,2026-05-01,Pickup
744,2026-05-28 00:00:00,Delivered,2026-06-02,Standard
572,2026-05-21 00:00:00,Delivered,2026-05-22,Express
471,2026-05-07 00:00:00,Delivered,2026-05-07,Pickup
426,2026-05-04 00:00:00,Delivered,2026-05-04,Pickup
143,2026-05-14 00:00:00,Delivered,2026-05-15,Standard
179,2026-05-11 00:00:00,Delivered,2026-05-14,Express
813,2026-05-26 00:00:00,Delivered,2026-05-28,Standard
276,2026-05-28 00:00:00,Delivered,2026-05-30,Express
922,2026-05-20 00:00:00,Delivered,2026-05-21,Standard
568,2026-05-07 00:00:00,Delivered,2026-05-07,Pickup
367,2026-05-08 00:00:00,Delivered,2026-05-08,Pickup
885,2026-05-20 00:00:00,Delivered,2026-05-24,Standard
154,2026-05-15 00:00:00,Delivered,2026-05-15,Same Day
124,2026-05-21 00:00:00,Delivered,2026-05-21,Pickup
252,2026-05-09 00:00:00,Delivered,2026-05-11,Express
312,2026-05-25 00:00:00,Delivered,2026-05-29,Standard
445,2026-05-28 00:00:00,Delivered,2026-05-28,Same Day
834,2026-05-10 00:00:00,Delivered,2026-05-10,Pickup
253,2026-05-02 00:00:00,Delivered,2026-05-02,Pickup
224,2026-05-16 00:00:00,Delivered,2026-05-16,Pickup
753,2026-05-03 00:00:00,Delivered,2026-05-03,Same Day
365,2026-05-21 00:00:00,Delivered,2026-05-21,Same Day
702,2026-05-19 00:00:00,Delivered,2026-05-23,Express
832,2026-05-15 00:00:00,Delivered,2026-05-15,Same Day
222,2026-05-03 00:00:00,Delivered,2026-05-04,Standard
3,2026-05-28 00:00:00,Delivered,2026-05-28,Same Day
352,2026-05-06 00:00:00,Delivered,2026-05-06,Same Day
799,2026-05-03 00:00:00,Delivered,2026-05-06,Express
897,2026-05-10 00:00:00,Delivered,2026-05-10,Same Day
547,2026-05-18 00:00:00,Delivered,2026-05-20,Express
481,2026-05-18 00:00:00,Delivered,2026-05-21,Standard
259,2026-05-25 00:00:00,Delivered,2026-05-26,Express
704,2026-05-12 00:00:00,Delivered,2026-05-15,Standard
367,2026-05-16 00:00:00,Delivered,2026-05-18,Express
539,2026-05-03 00:00:00,Delivered,2026-05-03,Pickup
219,2026-05-17 00:00:00,Delivered,2026-05-17,Same Day
15,2026-05-03 00:00:00,Delivered,2026-05-06,Standard
508,2026-05-19 00:00:00,Delivered,2026-05-23,Express
199,2026-05-21 00:00:00,Delivered,2026-05-26,Standard
515,2026-05-02 00:00:00,Delivered,2026-05-02,Same Day
989,2026-05-02 00:00:00,Confirmed,2026-05-02,Pickup
87,2026-05-08 00:00:00,Out for Delivery,2026-05-13,Express
235,2026-05-11 00:00:00,Out for Delivery,2026-05-14,Standard
175,2026-05-14 00:00:00,Delivered,2026-05-14,Pickup
818,2026-05-21 00:00:00,Delivered,2026-05-25,Standard
100,2026-05-18 00:00:00,Shipped,2026-05-18,Pickup
647,2026-05-02 00:00:00,Delivered,2026-05-02,Pickup
132,2026-05-17 00:00:00,Delivered,2026-05-17,Same Day
658,2026-05-11 00:00:00,Delivered,2026-05-15,Standard
885,2026-05-18 00:00:00,Delivered,2026-05-20,Standard
947,2026-05-14 00:00:00,Delivered,2026-05-16,Express
965,2026-05-26 00:00:00,Delivered,2026-05-26,Same Day
414,2026-05-09 00:00:00,Delivered,2026-05-10,Express
190,2026-05-02 00:00:00,Confirmed,2026-05-03,Express
663,2026-05-17 00:00:00,Delivered,2026-05-17,Same Day
938,2026-05-23 00:00:00,Delivered,2026-05-26,Standard
759,2026-05-27 00:00:00,Delivered,2026-05-27,Same Day
414,2026-05-04 00:00:00,Out for Delivery,2026-05-05,Express
78,2026-05-14 00:00:00,Delivered,2026-05-17,Standard
98,2026-05-09 00:00:00,Delivered,2026-05-10,Express
870,2026-05-28 00:00:00,Delivered,2026-05-30,Express
874,2026-05-24 00:00:00,Delivered,2026-05-26,Express
238,2026-05-05 00:00:00,Delivered,2026-05-08,Standard
681,2026-05-28 00:00:00,Cancelled,2026-05-30,Express
144,2026-05-06 00:00:00,Confirmed,2026-05-06,Pickup
117,2026-05-21 00:00:00,Pending,2026-05-22,Standard
215,2026-05-25 00:00:00,Delivered,2026-05-25,Same Day
658,2026-05-08 00:00:00,Delivered,2026-05-10,Express
979,2026-05-06 00:00:00,Delivered,2026-05-06,Pickup
751,2026-05-04 00:00:00,Delivered,2026-05-06,Express
696,2026-05-20 00:00:00,Delivered,2026-05-20,Pickup
191,2026-05-10 00:00:00,Delivered,2026-05-13,Express
625,2026-05-17 00:00:00,Delivered,2026-05-17,Same Day
271,2026-05-15 00:00:00,Delivered,2026-05-17,Standard
198,2026-05-19 00:00:00,Delivered,2026-05-19,Pickup
974,2026-05-09 00:00:00,Delivered,2026-05-14,Standard
652,2026-05-12 00:00:00,Delivered,2026-05-12,Pickup
678,2026-05-22 00:00:00,Delivered,2026-05-25,Express
182,2026-05-19 00:00:00,Delivered,2026-05-19,Same Day
415,2026-05-20 00:00:00,Delivered,2026-05-23,Express
705,2026-05-27 00:00:00,Delivered,2026-05-27,Same Day
380,2026-05-06 00:00:00,Returned,2026-05-06,Pickup
500,2026-05-27 00:00:00,Delivered,2026-05-30,Standard
807,2026-05-25 00:00:00,Delivered,2026-05-28,Express
939,2026-05-08 00:00:00,Delivered,2026-05-13,Standard
485,2026-05-14 00:00:00,Delivered,2026-05-17,Standard
415,2026-05-26 00:00:00,Returned,2026-05-28,Express
164,2026-05-28 00:00:00,Delivered,2026-05-28,Same Day
946,2026-05-10 00:00:00,Delivered,2026-05-10,Same Day
683,2026-05-25 00:00:00,Delivered,2026-05-25,Same Day
131,2026-05-08 00:00:00,Delivered,2026-05-08,Pickup
766,2026-05-25 00:00:00,Delivered,2026-05-25,Same Day
506,2026-05-08 00:00:00,Delivered,2026-05-12,Express
487,2026-05-19 00:00:00,Delivered,2026-05-22,Standard
885,2026-05-03 00:00:00,Delivered,2026-05-03,Pickup
974,2026-05-21 00:00:00,Delivered,2026-05-21,Pickup
278,2026-05-07 00:00:00,Delivered,2026-05-10,Express
421,2026-05-07 00:00:00,Delivered,2026-05-07,Same Day
253,2026-05-18 00:00:00,Delivered,2026-05-18,Pickup
804,2026-05-22 00:00:00,Delivered,2026-05-22,Pickup
580,2026-05-04 00:00:00,Delivered,2026-05-07,Express
624,2026-05-16 00:00:00,Delivered,2026-05-21,Express
99,2026-05-25 00:00:00,Delivered,2026-05-29,Standard
404,2026-05-12 00:00:00,Delivered,2026-05-13,Standard
91,2026-05-26 00:00:00,Delivered,2026-05-30,Express
826,2026-05-01 00:00:00,Delivered,2026-05-01,Pickup
61,2026-05-07 00:00:00,Delivered,2026-05-07,Pickup
281,2026-05-16 00:00:00,Delivered,2026-05-17,Standard
982,2026-05-18 00:00:00,Delivered,2026-05-18,Pickup
918,2026-05-18 00:00:00,Delivered,2026-05-23,Standard
588,2026-05-05 00:00:00,Delivered,2026-05-05,Same Day
408,2026-05-07 00:00:00,Delivered,2026-05-10,Standard
802,2026-05-26 00:00:00,Delivered,2026-05-26,Same Day
658,2026-05-25 00:00:00,Delivered,2026-05-28,Express
863,2026-05-09 00:00:00,Delivered,2026-05-13,Express
211,2026-05-23 00:00:00,Delivered,2026-05-23,Pickup
143,2026-05-27 00:00:00,Delivered,2026-05-31,Standard
12,2026-05-24 00:00:00,Delivered,2026-05-24,Same Day
518,2026-05-07 00:00:00,Delivered,2026-05-07,Same Day
658,2026-05-28 00:00:00,Delivered,2026-05-30,Standard
736,2026-05-14 00:00:00,Delivered,2026-05-14,Pickup
420,2026-05-10 00:00:00,Delivered,2026-05-15,Standard
699,2026-05-15 00:00:00,Cancelled,2026-05-19,Standard
226,2026-05-18 00:00:00,Delivered,2026-05-18,Same Day
111,2026-05-20 00:00:00,Delivered,2026-05-24,Standard
411,2026-05-06 00:00:00,Delivered,2026-05-07,Standard
749,2026-05-25 00:00:00,Delivered,2026-05-25,Same Day
232,2026-05-19 00:00:00,Confirmed,2026-05-21,Standard
221,2026-05-08 00:00:00,Delivered,2026-05-08,Same Day
854,2026-05-16 00:00:00,Delivered,2026-05-16,Pickup
547,2026-05-16 00:00:00,Delivered,2026-05-19,Express
559,2026-05-26 00:00:00,Delivered,2026-05-31,Standard
978,2026-05-26 00:00:00,Delivered,2026-05-27,Standard
615,2026-05-03 00:00:00,Delivered,2026-05-03,Pickup
931,2026-05-07 00:00:00,Confirmed,2026-05-07,Same Day
11,2026-05-18 00:00:00,Out for Delivery,2026-05-18,Pickup
49,2026-05-10 00:00:00,Delivered,2026-05-11,Standard
155,2026-05-28 00:00:00,Delivered,2026-05-29,Express
874,2026-05-17 00:00:00,Delivered,2026-05-17,Pickup
938,2026-05-14 00:00:00,Delivered,2026-05-14,Pickup
617,2026-05-18 00:00:00,Returned,2026-05-23,Standard
978,2026-05-02 00:00:00,Delivered,2026-05-03,Express
514,2026-05-28 00:00:00,Delivered,2026-05-28,Same Day
567,2026-05-24 00:00:00,Delivered,2026-05-24,Same Day
327,2026-05-09 00:00:00,Delivered,2026-05-11,Standard
580,2026-05-07 00:00:00,Shipped,2026-05-11,Standard
943,2026-05-22 00:00:00,Out for Delivery,2026-05-24,Standard
807,2026-05-18 00:00:00,Delivered,2026-05-21,Standard
119,2026-05-16 00:00:00,Out for Delivery,2026-05-20,Standard
699,2026-05-07 00:00:00,Delivered,2026-05-12,Standard
311,2026-05-10 00:00:00,Delivered,2026-05-12,Standard
994,2026-05-15 00:00:00,Delivered,2026-05-17,Standard
95,2026-05-17 00:00:00,Delivered,2026-05-20,Standard
872,2026-05-04 00:00:00,Delivered,2026-05-04,Pickup
957,2026-05-21 00:00:00,Delivered,2026-05-25,Express
488,2026-05-23 00:00:00,Shipped,2026-05-27,Express
390,2026-05-28 00:00:00,Delivered,2026-05-28,Pickup
74,2026-05-10 00:00:00,Delivered,2026-05-15,Express
941,2026-05-08 00:00:00,Delivered,2026-05-09,Standard
126,2026-05-21 00:00:00,Delivered,2026-05-25,Standard
174,2026-05-26 00:00:00,Delivered,2026-05-26,Same Day
291,2026-05-08 00:00:00,Delivered,2026-05-11,Standard
943,2026-05-02 00:00:00,Shipped,2026-05-03,Express
612,2026-05-11 00:00:00,Delivered,2026-05-15,Standard
69,2026-05-22 00:00:00,Delivered,2026-05-26,Express
346,2026-05-14 00:00:00,Delivered,2026-05-14,Same Day
758,2026-05-06 00:00:00,Returned,2026-05-10,Express
649,2026-05-10 00:00:00,Delivered,2026-05-12,Standard
598,2026-05-12 00:00:00,Delivered,2026-05-16,Standard
534,2026-05-18 00:00:00,Delivered,2026-05-18,Same Day
437,2026-05-17 00:00:00,Delivered,2026-05-17,Same Day
32,2026-05-13 00:00:00,Delivered,2026-05-14,Express
444,2026-05-12 00:00:00,Delivered,2026-05-12,Same Day
214,2026-05-15 00:00:00,Delivered,2026-05-15,Pickup
908,2026-05-12 00:00:00,Delivered,2026-05-12,Same Day
654,2026-05-05 00:00:00,Delivered,2026-05-09,Express
414,2026-05-24 00:00:00,Out for Delivery,2026-05-28,Express
